PeriodEnd,PeriodStart,Period,AirTemp,Dhi,Dni,Ghi,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m
2020-05-30T01:00:00Z,2020-05-30T00:00:00Z,PT60M,16.1,195,371,397,29.5,79.8,1005.7,228,6.5
2020-05-30T02:00:00Z,2020-05-30T01:00:00Z,PT60M,15.9,128,348,256,28.4,81.6,1005.7,227,6.6
2020-05-30T03:00:00Z,2020-05-30T02:00:00Z,PT60M,15.4,59,13,61,26.7,83.7,1005.8,220,7.2
2020-05-30T04:00:00Z,2020-05-30T03:00:00Z,PT60M,15.0,2,0,2,25.9,84.2,1006.3,212,7.1
2020-05-30T05:00:00Z,2020-05-30T04:00:00Z,PT60M,14.9,0,0,0,25.4,82.2,1006.9,208,6.5
2020-05-30T06:00:00Z,2020-05-30T05:00:00Z,PT60M,14.9,0,0,0,26.6,81.4,1006.9,206,5.9
2020-05-30T07:00:00Z,2020-05-30T06:00:00Z,PT60M,15.0,0,0,0,27.8,82.0,1006.7,205,5.7
2020-05-30T08:00:00Z,2020-05-30T07:00:00Z,PT60M,15.1,0,0,0,26.9,82.5,1006.7,198,5.9
2020-05-30T09:00:00Z,2020-05-30T08:00:00Z,PT60M,15.1,0,0,0,25.4,81.7,1006.5,190,5.7
2020-05-30T10:00:00Z,2020-05-30T09:00:00Z,PT60M,15.2,0,0,0,24.5,80.1,1006.3,186,5.1
2020-05-30T11:00:00Z,2020-05-30T10:00:00Z,PT60M,15.1,0,0,0,24.2,80.1,1006.5,182,4.5
2020-05-30T12:00:00Z,2020-05-30T11:00:00Z,PT60M,15.1,0,0,0,23.0,80.7,1006.8,184,3.7
2020-05-30T13:00:00Z,2020-05-30T12:00:00Z,PT60M,15.1,0,0,0,22.3,80.7,1006.9,184,3.1
2020-05-30T14:00:00Z,2020-05-30T13:00:00Z,PT60M,15.3,21,0,21,23.5,79.6,1007.1,168,3.0
2020-05-30T15:00:00Z,2020-05-30T14:00:00Z,PT60M,15.7,15,0,15,24.2,76.6,1007.1,153,3.0
2020-05-30T16:00:00Z,2020-05-30T15:00:00Z,PT60M,16.2,189,0,189,24.2,73.0,1007.2,151,3.0
2020-05-30T17:00:00Z,2020-05-30T16:00:00Z,PT60M,16.7,355,120,433,23.3,70.0,1007.5,157,2.8
2020-05-30T18:00:00Z,2020-05-30T17:00:00Z,PT60M,17.5,432,187,579,22.4,65.8,1007.8,160,1.9
2020-05-30T19:00:00Z,2020-05-30T18:00:00Z,PT60M,18.2,298,8,305,23.2,63.0,1007.8,202,1.2
2020-05-30T20:00:00Z,2020-05-30T19:00:00Z,PT60M,18.4,527,91,613,24.4,62.9,1007.6,244,2.7
2020-05-30T21:00:00Z,2020-05-30T20:00:00Z,PT60M,18.2,287,1,288,25.3,66.1,1007.5,242,4.3
2020-05-30T22:00:00Z,2020-05-30T21:00:00Z,PT60M,17.8,379,381,730,25.7,70.2,1007.2,233,5.0
2020-05-30T23:00:00Z,2020-05-30T22:00:00Z,PT60M,17.5,402,31,428,25.1,71.1,1007.2,229,5.2
2020-05-31T00:00:00Z,2020-05-30T23:00:00Z,PT60M,17.3,247,0,247,24.4,71.5,1007.7,230,4.5
2020-05-31T01:00:00Z,2020-05-31T00:00:00Z,PT60M,17.1,246,52,271,23.9,72.2,1007.9,233,3.7
2020-05-31T02:00:00Z,2020-05-31T01:00:00Z,PT60M,16.7,163,179,227,23.6,74.8,1007.9,245,4.3
2020-05-31T03:00:00Z,2020-05-31T02:00:00Z,PT60M,15.7,60,128,85,23.2,80.5,1008.1,255,4.3
2020-05-31T04:00:00Z,2020-05-31T03:00:00Z,PT60M,14.9,2,0,2,22.3,85.6,1008.3,255,3.4
2020-05-31T05:00:00Z,2020-05-31T04:00:00Z,PT60M,14.5,0,0,0,22.3,88.1,1008.7,258,3.0
2020-05-31T06:00:00Z,2020-05-31T05:00:00Z,PT60M,14.3,0,0,0,22.1,88.6,1009.5,262,2.8
2020-05-31T07:00:00Z,2020-05-31T06:00:00Z,PT60M,14.0,0,0,0,21.3,89.2,1009.9,259,2.7
2020-05-31T08:00:00Z,2020-05-31T07:00:00Z,PT60M,13.7,0,0,0,20.8,90.7,1009.5,256,2.2
2020-05-31T09:00:00Z,2020-05-31T08:00:00Z,PT60M,13.5,0,0,0,20.4,91.2,1009.1,255,1.4
2020-05-31T10:00:00Z,2020-05-31T09:00:00Z,PT60M,13.4,0,0,0,20.3,91.2,1008.9,267,1.0
2020-05-31T11:00:00Z,2020-05-31T10:00:00Z,PT60M,13.3,0,0,0,20.4,91.2,1008.5,300,0.9
2020-05-31T12:00:00Z,2020-05-31T11:00:00Z,PT60M,13.2,0,0,0,20.4,90.9,1008.6,300,1.2
2020-05-31T13:00:00Z,2020-05-31T12:00:00Z,PT60M,13.1,0,0,0,20.5,90.6,1009.0,287,1.5
2020-05-31T14:00:00Z,2020-05-31T13:00:00Z,PT60M,13.3,33,0,33,20.6,89.7,1009.1,285,1.7
2020-05-31T15:00:00Z,2020-05-31T14:00:00Z,PT60M,13.8,151,14,156,20.6,87.4,1009.4,285,1.9
2020-05-31T16:00:00Z,2020-05-31T15:00:00Z,PT60M,14.4,227,0,227,20.5,83.5,1009.7,287,1.7
2020-05-31T17:00:00Z,2020-05-31T16:00:00Z,PT60M,15.2,370,21,385,20.8,79.1,1010.1,267,2.0
2020-05-31T18:00:00Z,2020-05-31T17:00:00Z,PT60M,15.4,459,78,517,21.0,78.6,1010.5,255,2.9
2020-05-31T19:00:00Z,2020-05-31T18:00:00Z,PT60M,15.6,454,0,454,21.1,78.3,1010.5,254,3.2
2020-05-31T20:00:00Z,2020-05-31T19:00:00Z,PT60M,15.9,493,1,494,21.6,76.1,1010.3,251,3.6
2020-05-31T21:00:00Z,2020-05-31T20:00:00Z,PT60M,15.8,507,189,687,23.0,75.6,1010.2,252,4.3
2020-05-31T22:00:00Z,2020-05-31T21:00:00Z,PT60M,15.7,535,109,633,24.3,75.6,1010.0,259,4.8
2020-05-31T23:00:00Z,2020-05-31T22:00:00Z,PT60M,15.6,439,80,502,24.8,75.6,1009.6,269,4.7
2020-06-01T00:00:00Z,2020-05-31T23:00:00Z,PT60M,15.4,337,311,555,24.5,77.6,1009.4,269,4.5
2020-06-01T01:00:00Z,2020-06-01T00:00:00Z,PT60M,15.1,195,460,437,24.0,79.9,1009.2,268,4.1
2020-06-01T02:00:00Z,2020-06-01T01:00:00Z,PT60M,14.8,155,235,244,23.8,81.2,1008.7,272,4.0
2020-06-01T03:00:00Z,2020-06-01T02:00:00Z,PT60M,14.2,63,105,83,23.8,83.8,1008.6,274,4.2
2020-06-01T04:00:00Z,2020-06-01T03:00:00Z,PT60M,13.5,2,0,2,24.0,87.2,1008.9,272,3.8
2020-06-01T05:00:00Z,2020-06-01T04:00:00Z,PT60M,13.1,0,0,0,23.7,89.1,1009.0,273,3.4
2020-06-01T06:00:00Z,2020-06-01T05:00:00Z,PT60M,12.9,0,0,0,23.7,90.3,1009.1,268,3.1
2020-06-01T07:00:00Z,2020-06-01T06:00:00Z,PT60M,12.8,0,0,0,24.6,91.8,1009.4,261,2.8
2020-06-01T08:00:00Z,2020-06-01T07:00:00Z,PT60M,12.6,0,0,0,25.5,92.4,1009.5,260,2.2
2020-06-01T09:00:00Z,2020-06-01T08:00:00Z,PT60M,12.6,0,0,0,25.9,92.4,1009.1,258,1.9
2020-06-01T10:00:00Z,2020-06-01T09:00:00Z,PT60M,12.5,0,0,0,26.2,92.4,1008.9,242,1.7
2020-06-01T11:00:00Z,2020-06-01T10:00:00Z,PT60M,12.5,0,0,0,26.3,92.4,1008.8,210,1.6
2020-06-01T12:00:00Z,2020-06-01T11:00:00Z,PT60M,12.6,0,0,0,26.0,93.3,1008.9,225,1.6
2020-06-01T13:00:00Z,2020-06-01T12:00:00Z,PT60M,12.6,0,0,0,25.9,93.9,1009.4,245,2.0
2020-06-01T14:00:00Z,2020-06-01T13:00:00Z,PT60M,12.8,27,0,27,26.2,92.1,1010.2,242,2.3
2020-06-01T15:00:00Z,2020-06-01T14:00:00Z,PT60M,13.1,105,320,214,26.1,89.1,1010.5,240,2.0
2020-06-01T16:00:00Z,2020-06-01T15:00:00Z,PT60M,13.8,119,647,437,25.7,84.8,1010.6,232,1.7
2020-06-01T17:00:00Z,2020-06-01T16:00:00Z,PT60M,14.7,137,749,631,25.4,79.5,1010.7,237,2.1
2020-06-01T18:00:00Z,2020-06-01T17:00:00Z,PT60M,15.4,149,809,794,25.3,76.3,1011.2,255,2.7
2020-06-01T19:00:00Z,2020-06-01T18:00:00Z,PT60M,15.9,156,845,913,25.2,73.6,1011.6,256,3.0
2020-06-01T20:00:00Z,2020-06-01T19:00:00Z,PT60M,16.5,158,865,980,25.0,69.9,1011.3,253,3.2
2020-06-01T21:00:00Z,2020-06-01T20:00:00Z,PT60M,17.0,151,876,990,24.7,67.1,1010.7,258,3.8
2020-06-01T22:00:00Z,2020-06-01T21:00:00Z,PT60M,17.1,128,894,945,24.6,66.7,1010.2,260,4.4
2020-06-01T23:00:00Z,2020-06-01T22:00:00Z,PT60M,16.7,119,874,838,24.7,68.9,1010.1,263,4.8
2020-06-02T00:00:00Z,2020-06-01T23:00:00Z,PT60M,16.4,109,833,686,24.4,71.6,1010.3,269,5.0
2020-06-02T01:00:00Z,2020-06-02T00:00:00Z,PT60M,16.3,94,764,500,24.1,72.5,1010.0,272,4.3
2020-06-02T02:00:00Z,2020-06-02T01:00:00Z,PT60M,16.1,74,637,298,24.2,72.7,1009.8,268,3.7
2020-06-02T03:00:00Z,2020-06-02T02:00:00Z,PT60M,15.5,48,302,106,24.4,75.1,1009.9,268,3.6
2020-06-02T04:00:00Z,2020-06-02T03:00:00Z,PT60M,14.7,4,13,5,24.9,78.3,1009.9,270,2.9
2020-06-02T05:00:00Z,2020-06-02T04:00:00Z,PT60M,14.3,0,0,0,25.6,79.8,1010.3,274,2.3
2020-06-02T06:00:00Z,2020-06-02T05:00:00Z,PT60M,14.3,0,0,0,25.5,80.3,1010.4,279,2.0
2020-06-02T07:00:00Z,2020-06-02T06:00:00Z,PT60M,14.2,0,0,0,24.7,80.5,1009.8,278,1.4
2020-06-02T08:00:00Z,2020-06-02T07:00:00Z,PT60M,14.3,0,0,0,24.9,79.7,1009.4,216,0.8
2020-06-02T09:00:00Z,2020-06-02T08:00:00Z,PT60M,14.2,0,0,0,25.9,79.0,1009.0,216,0.9
2020-06-02T10:00:00Z,2020-06-02T09:00:00Z,PT60M,14.3,0,0,0,27.1,79.0,1008.6,236,0.7
2020-06-02T11:00:00Z,2020-06-02T10:00:00Z,PT60M,14.3,0,0,0,27.7,79.0,1008.6,226,0.4
2020-06-02T12:00:00Z,2020-06-02T11:00:00Z,PT60M,14.2,0,0,0,27.2,79.0,1008.8,262,0.4
2020-06-02T13:00:00Z,2020-06-02T12:00:00Z,PT60M,14.3,0,1,0,26.5,78.7,1009.3,184,0.7
2020-06-02T14:00:00Z,2020-06-02T13:00:00Z,PT60M,14.8,42,183,68,25.7,76.7,1009.6,149,0.9
2020-06-02T15:00:00Z,2020-06-02T14:00:00Z,PT60M,15.8,79,534,247,24.8,72.4,1009.6,89,0.5
2020-06-02T16:00:00Z,2020-06-02T15:00:00Z,PT60M,17.4,98,720,453,24.1,66.9,1009.8,20,0.4
2020-06-02T17:00:00Z,2020-06-02T16:00:00Z,PT60M,18.9,115,805,646,23.3,61.3,1010.0,332,0.7
2020-06-02T18:00:00Z,2020-06-02T17:00:00Z,PT60M,20.3,126,858,810,22.4,56.9,1010.2,293,1.3
2020-06-02T19:00:00Z,2020-06-02T18:00:00Z,PT60M,21.4,130,895,933,21.8,54.3,1010.1,276,2.1
2020-06-02T20:00:00Z,2020-06-02T19:00:00Z,PT60M,22.2,132,910,999,21.5,52.6,1009.9,274,2.7
2020-06-02T21:00:00Z,2020-06-02T20:00:00Z,PT60M,22.5,133,911,1006,21.4,51.3,1009.9,275,3.4
2020-06-02T22:00:00Z,2020-06-02T21:00:00Z,PT60M,22.4,131,900,953,21.2,50.8,1009.6,276,4.1
2020-06-02T23:00:00Z,2020-06-02T22:00:00Z,PT60M,22.1,125,876,846,21.2,50.9,1009.2,274,4.6
2020-06-03T00:00:00Z,2020-06-02T23:00:00Z,PT60M,22.1,115,832,692,20.8,50.3,1009.2,278,4.9
2020-06-03T01:00:00Z,2020-06-03T00:00:00Z,PT60M,21.8,101,760,506,20.2,50.5,1009.0,278,4.6
2020-06-03T02:00:00Z,2020-06-03T01:00:00Z,PT60M,20.9,79,633,303,19.8,52.6,1008.8,274,4.1
2020-06-03T03:00:00Z,2020-06-03T02:00:00Z,PT60M,19.6,46,368,111,19.5,56.7,1009.0,275,3.5
2020-06-03T04:00:00Z,2020-06-03T03:00:00Z,PT60M,18.4,4,16,5,19.8,60.8,1009.4,275,2.8
2020-06-03T05:00:00Z,2020-06-03T04:00:00Z,PT60M,17.7,0,0,0,20.2,62.3,1009.7,267,2.1
2020-06-03T06:00:00Z,2020-06-03T05:00:00Z,PT60M,17.5,0,0,0,20.9,62.9,1010.0,251,1.9
2020-06-03T07:00:00Z,2020-06-03T06:00:00Z,PT60M,17.2,0,0,0,21.3,64.5,1009.9,254,1.9
2020-06-03T08:00:00Z,2020-06-03T07:00:00Z,PT60M,16.8,0,0,0,21.0,66.4,1009.7,257,1.8
2020-06-03T09:00:00Z,2020-06-03T08:00:00Z,PT60M,16.5,0,0,0,20.3,67.4,1009.5,250,1.5
2020-06-03T10:00:00Z,2020-06-03T09:00:00Z,PT60M,16.4,0,0,0,19.4,67.6,1008.8,250,1.5
2020-06-03T11:00:00Z,2020-06-03T10:00:00Z,PT60M,16.2,0,0,0,18.7,68.8,1008.3,258,1.4
2020-06-03T12:00:00Z,2020-06-03T11:00:00Z,PT60M,16.1,0,0,0,17.9,69.6,1008.4,222,1.0
2020-06-03T13:00:00Z,2020-06-03T12:00:00Z,PT60M,16.0,0,1,0,17.9,69.2,1008.6,203,1.2
2020-06-03T14:00:00Z,2020-06-03T13:00:00Z,PT60M,16.4,44,178,69,18.3,67.8,1008.4,247,1.0
2020-06-03T15:00:00Z,2020-06-03T14:00:00Z,PT60M,17.3,80,544,253,18.5,64.5,1008.5,273,0.9
2020-06-03T16:00:00Z,2020-06-03T15:00:00Z,PT60M,18.8,94,747,462,18.5,58.7,1008.8,264,1.0
2020-06-03T17:00:00Z,2020-06-03T16:00:00Z,PT60M,20.0,107,831,656,18.9,54.1,1009.3,275,1.9
2020-06-03T18:00:00Z,2020-06-03T17:00:00Z,PT60M,20.7,116,880,817,20.3,53.4,1009.8,278,2.0
2020-06-03T19:00:00Z,2020-06-03T18:00:00Z,PT60M,21.7,112,921,938,20.9,51.6,1009.7,266,2.0
2020-06-03T20:00:00Z,2020-06-03T19:00:00Z,PT60M,22.6,109,943,1007,20.2,48.8,1009.2,263,2.8
2020-06-03T21:00:00Z,2020-06-03T20:00:00Z,PT60M,22.6,106,949,1016,19.3,47.9,1008.7,267,3.7
2020-06-03T22:00:00Z,2020-06-03T21:00:00Z,PT60M,22.3,109,935,963,18.5,48.1,1008.1,266,4.2
2020-06-03T23:00:00Z,2020-06-03T22:00:00Z,PT60M,21.6,101,919,859,17.7,49.9,1007.7,264,4.5
2020-06-04T00:00:00Z,2020-06-03T23:00:00Z,PT60M,21.6,90,889,707,16.5,49.7,1007.4,273,4.5
2020-06-04T01:00:00Z,2020-06-04T00:00:00Z,PT60M,22.1,77,832,522,15.4,47.7,1007.0,276,4.1
2020-06-04T02:00:00Z,2020-06-04T01:00:00Z,PT60M,21.6,63,717,317,14.9,49.3,1006.5,268,3.7
2020-06-04T03:00:00Z,2020-06-04T02:00:00Z,PT60M,20.1,40,456,120,14.6,55.0,1006.2,268,3.6
2020-06-04T04:00:00Z,2020-06-04T03:00:00Z,PT60M,18.3,4,21,6,14.4,61.3,1006.1,264,3.5
2020-06-04T05:00:00Z,2020-06-04T04:00:00Z,PT60M,17.0,0,0,0,14.3,65.8,1006.4,259,3.3
2020-06-04T06:00:00Z,2020-06-04T05:00:00Z,PT60M,16.2,0,0,0,14.4,69.2,1006.7,258,2.9
2020-06-04T07:00:00Z,2020-06-04T06:00:00Z,PT60M,15.7,0,0,0,14.5,72.0,1006.5,251,2.6
2020-06-04T08:00:00Z,2020-06-04T07:00:00Z,PT60M,15.2,0,0,0,14.5,74.3,1006.1,241,2.6
2020-06-04T09:00:00Z,2020-06-04T08:00:00Z,PT60M,14.8,0,0,0,14.4,76.5,1005.4,239,2.5
2020-06-04T10:00:00Z,2020-06-04T09:00:00Z,PT60M,14.4,0,0,0,14.3,78.0,1004.7,238,2.4
2020-06-04T11:00:00Z,2020-06-04T10:00:00Z,PT60M,14.2,0,0,0,14.5,78.7,1004.3,237,2.2
2020-06-04T12:00:00Z,2020-06-04T11:00:00Z,PT60M,14.0,0,0,0,14.9,80.0,1004.2,233,1.8
2020-06-04T13:00:00Z,2020-06-04T12:00:00Z,PT60M,14.0,0,1,1,15.3,80.8,1004.2,230,1.5
2020-06-04T14:00:00Z,2020-06-04T13:00:00Z,PT60M,14.4,42,218,73,15.5,78.4,1004.2,236,1.4
2020-06-04T15:00:00Z,2020-06-04T14:00:00Z,PT60M,15.4,73,588,259,15.6,73.3,1004.1,245,1.4
2020-06-04T16:00:00Z,2020-06-04T15:00:00Z,PT60M,16.6,85,780,469,15.4,67.4,1003.8,249,1.4
2020-06-04T17:00:00Z,2020-06-04T16:00:00Z,PT60M,17.8,96,862,665,15.2,62.1,1003.9,253,1.6
2020-06-04T18:00:00Z,2020-06-04T17:00:00Z,PT60M,18.9,103,912,831,14.9,58.5,1004.0,267,2.0
2020-06-04T19:00:00Z,2020-06-04T18:00:00Z,PT60M,19.8,107,942,952,14.4,56.1,1003.8,270,2.6
2020-06-04T20:00:00Z,2020-06-04T19:00:00Z,PT60M,20.3,107,959,1020,14.1,54.6,1003.4,264,3.3
2020-06-04T21:00:00Z,2020-06-04T20:00:00Z,PT60M,20.2,106,961,1028,13.7,54.4,1002.7,265,3.7
2020-06-04T22:00:00Z,2020-06-04T21:00:00Z,PT60M,19.9,109,946,975,13.5,54.7,1001.9,264,4.0
2020-06-04T23:00:00Z,2020-06-04T22:00:00Z,PT60M,19.5,105,922,866,13.6,54.8,1001.4,260,4.4
2020-06-05T00:00:00Z,2020-06-04T23:00:00Z,PT60M,19.2,98,880,710,13.6,55.8,1001.3,260,4.7
2020-06-05T01:00:00Z,2020-06-05T00:00:00Z,PT60M,18.5,88,807,521,13.5,57.7,1001.2,255,4.8
2020-06-05T02:00:00Z,2020-06-05T01:00:00Z,PT60M,17.3,73,672,313,13.6,60.8,1001.2,249,4.9
2020-06-05T03:00:00Z,2020-06-05T02:00:00Z,PT60M,15.8,47,361,115,13.9,66.0,1001.3,247,4.9
2020-06-05T04:00:00Z,2020-06-05T03:00:00Z,PT60M,14.6,4,16,6,14.3,70.8,1001.3,242,4.9
2020-06-05T05:00:00Z,2020-06-05T04:00:00Z,PT60M,13.9,0,0,0,14.6,74.3,1001.4,237,4.9
2020-06-05T06:00:00Z,2020-06-05T05:00:00Z,PT60M,13.6,0,0,0,14.8,77.8,1001.7,230,4.9
2020-06-05T07:00:00Z,2020-06-05T06:00:00Z,PT60M,13.3,0,0,0,15.0,80.7,1001.7,225,5.3
2020-06-05T08:00:00Z,2020-06-05T07:00:00Z,PT60M,13.0,0,0,0,15.3,82.6,1001.8,229,5.6
2020-06-05T09:00:00Z,2020-06-05T08:00:00Z,PT60M,12.8,0,0,0,15.2,83.9,1001.7,231,5.2
2020-06-05T10:00:00Z,2020-06-05T09:00:00Z,PT60M,12.6,0,0,0,14.8,84.8,1001.6,226,4.9
2020-06-05T11:00:00Z,2020-06-05T10:00:00Z,PT60M,12.4,0,0,0,14.2,85.9,1001.5,222,5.1
2020-06-05T12:00:00Z,2020-06-05T11:00:00Z,PT60M,12.3,0,0,0,13.9,87.9,1001.8,226,5.3
2020-06-05T13:00:00Z,2020-06-05T12:00:00Z,PT60M,12.2,0,0,0,13.7,89.4,1002.0,233,5.4
2020-06-05T14:00:00Z,2020-06-05T13:00:00Z,PT60M,12.3,30,4,31,13.7,88.2,1002.3,235,5.7
2020-06-05T15:00:00Z,2020-06-05T14:00:00Z,PT60M,12.6,60,0,60,14.3,86.5,1002.7,236,6.1
2020-06-05T16:00:00Z,2020-06-05T15:00:00Z,PT60M,12.9,139,0,139,15.4,84.8,1003.1,239,6.4
2020-06-05T17:00:00Z,2020-06-05T16:00:00Z,PT60M,13.3,266,0,266,17.0,83.1,1003.5,246,6.8
2020-06-05T18:00:00Z,2020-06-05T17:00:00Z,PT60M,13.5,281,0,281,18.9,82.9,1004.3,247,7.2
2020-06-05T19:00:00Z,2020-06-05T18:00:00Z,PT60M,13.6,421,180,587,20.0,82.9,1004.8,245,7.1
2020-06-05T20:00:00Z,2020-06-05T19:00:00Z,PT60M,14.1,316,619,906,20.1,80.8,1004.7,247,7.5
2020-06-05T21:00:00Z,2020-06-05T20:00:00Z,PT60M,14.4,166,860,990,20.4,79.8,1004.8,251,8.0
2020-06-05T22:00:00Z,2020-06-05T21:00:00Z,PT60M,14.4,139,884,949,20.7,79.5,1004.6,254,8.1
2020-06-05T23:00:00Z,2020-06-05T22:00:00Z,PT60M,14.6,177,781,820,20.3,78.0,1004.3,253,8.4
2020-06-06T00:00:00Z,2020-06-05T23:00:00Z,PT60M,14.3,116,825,692,20.9,78.7,1004.7,255,8.6
2020-06-06T01:00:00Z,2020-06-06T00:00:00Z,PT60M,13.8,107,735,503,21.3,80.2,1004.7,258,8.3
2020-06-06T02:00:00Z,2020-06-06T01:00:00Z,PT60M,13.6,93,562,296,21.0,80.7,1004.1,261,8.5
2020-06-06T03:00:00Z,2020-06-06T02:00:00Z,PT60M,13.3,71,144,97,20.4,81.5,1004.4,266,8.4
2020-06-06T04:00:00Z,2020-06-06T03:00:00Z,PT60M,13.1,5,15,6,19.4,82.6,1004.6,265,7.6
2020-06-06T05:00:00Z,2020-06-06T04:00:00Z,PT60M,12.9,0,0,0,19.8,83.4,1004.9,262,7.1
2020-06-06T06:00:00Z,2020-06-06T05:00:00Z,PT60M,12.8,0,0,0,21.3,85.9,1005.8,258,6.6
2020-06-06T07:00:00Z,2020-06-06T06:00:00Z,PT60M,12.8,0,0,0,20.3,87.9,1006.2,259,6.3
2020-06-06T08:00:00Z,2020-06-06T07:00:00Z,PT60M,12.8,0,0,0,17.8,87.6,1005.9,264,6.2
2020-06-06T09:00:00Z,2020-06-06T08:00:00Z,PT60M,12.7,0,0,0,17.3,87.9,1005.9,268,5.8
2020-06-06T10:00:00Z,2020-06-06T09:00:00Z,PT60M,12.7,0,0,0,17.6,87.9,1005.9,269,5.4
2020-06-06T11:00:00Z,2020-06-06T10:00:00Z,PT60M,12.5,0,0,0,17.4,87.9,1005.9,270,5.5
2020-06-06T12:00:00Z,2020-06-06T11:00:00Z,PT60M,12.5,0,0,0,17.6,88.8,1006.4,271,5.7
2020-06-06T13:00:00Z,2020-06-06T12:00:00Z,PT60M,12.4,0,0,0,16.8,89.1,1006.9,272,5.6
2020-06-06T14:00:00Z,2020-06-06T13:00:00Z,PT60M,12.5,36,4,37,14.7,87.0,1007.2,271,5.5
2020-06-06T15:00:00Z,2020-06-06T14:00:00Z,PT60M,13.0,84,500,248,13.2,82.5,1007.7,272,5.8
2020-06-06T16:00:00Z,2020-06-06T15:00:00Z,PT60M,13.8,86,777,470,12.7,76.2,1008.4,273,5.9
2020-06-06T17:00:00Z,2020-06-06T16:00:00Z,PT60M,14.6,106,841,662,12.5,70.2,1008.9,274,5.9
2020-06-06T18:00:00Z,2020-06-06T17:00:00Z,PT60M,15.1,103,913,832,12.8,68.3,1009.3,269,6.0
2020-06-06T19:00:00Z,2020-06-06T18:00:00Z,PT60M,15.4,111,936,952,12.8,67.4,1009.7,264,6.5
2020-06-06T20:00:00Z,2020-06-06T19:00:00Z,PT60M,15.7,112,952,1019,12.6,64.6,1010.0,269,7.6
2020-06-06T21:00:00Z,2020-06-06T20:00:00Z,PT60M,16.0,111,956,1028,12.4,62.9,1010.3,275,8.6
2020-06-06T22:00:00Z,2020-06-06T21:00:00Z,PT60M,15.9,103,955,979,12.4,63.4,1010.6,278,9.1
2020-06-06T23:00:00Z,2020-06-06T22:00:00Z,PT60M,15.7,96,935,870,12.7,66.0,1010.6,278,9.1
2020-06-07T00:00:00Z,2020-06-06T23:00:00Z,PT60M,15.4,92,890,714,12.7,69.5,1010.7,278,8.8
2020-06-07T01:00:00Z,2020-06-07T00:00:00Z,PT60M,15.1,86,814,524,12.1,71.1,1010.7,279,8.4
2020-06-07T02:00:00Z,2020-06-07T01:00:00Z,PT60M,14.9,73,678,317,11.5,70.3,1010.8,285,8.3
2020-06-07T03:00:00Z,2020-06-07T02:00:00Z,PT60M,14.5,48,383,119,10.9,70.5,1011.2,291,8.1
2020-06-07T04:00:00Z,2020-06-07T03:00:00Z,PT60M,13.8,5,19,6,11.3,74.1,1011.9,294,7.5
2020-06-07T05:00:00Z,2020-06-07T04:00:00Z,PT60M,13.4,0,0,0,11.5,76.7,1012.5,295,6.6
2020-06-07T06:00:00Z,2020-06-07T05:00:00Z,PT60M,13.1,0,0,0,11.0,76.4,1012.8,293,6.3
2020-06-07T07:00:00Z,2020-06-07T06:00:00Z,PT60M,12.9,0,0,0,10.4,75.1,1012.8,294,6.4
2020-06-07T08:00:00Z,2020-06-07T07:00:00Z,PT60M,12.7,0,0,0,9.9,74.1,1012.9,297,6.4
2020-06-07T09:00:00Z,2020-06-07T08:00:00Z,PT60M,12.5,0,0,0,10.1,73.3,1013.0,299,6.7
2020-06-07T10:00:00Z,2020-06-07T09:00:00Z,PT60M,12.5,0,0,0,9.9,71.1,1013.0,302,7.1
2020-06-07T11:00:00Z,2020-06-07T10:00:00Z,PT60M,12.4,0,0,0,9.6,69.1,1012.9,304,7.1
2020-06-07T12:00:00Z,2020-06-07T11:00:00Z,PT60M,12.4,0,0,0,9.7,70.8,1013.0,305,6.5
2020-06-07T13:00:00Z,2020-06-07T12:00:00Z,PT60M,12.2,1,1,1,10.4,73.3,1013.3,303,5.8
2020-06-07T14:00:00Z,2020-06-07T13:00:00Z,PT60M,12.3,42,234,74,11.6,72.2,1013.7,303,6.0
2020-06-07T15:00:00Z,2020-06-07T14:00:00Z,PT60M,12.8,81,543,256,12.3,69.9,1014.2,302,6.3
2020-06-07T16:00:00Z,2020-06-07T15:00:00Z,PT60M,13.5,83,786,471,12.3,66.8,1014.5,297,6.1
2020-06-07T17:00:00Z,2020-06-07T16:00:00Z,PT60M,14.3,95,868,668,11.7,62.5,1014.5,292,6.0
2020-06-07T18:00:00Z,2020-06-07T17:00:00Z,PT60M,14.8,104,917,835,10.9,61.4,1014.7,284,6.4
2020-06-07T19:00:00Z,2020-06-07T18:00:00Z,PT60M,15.1,118,929,954,10.9,61.5,1014.9,277,7.0
2020-06-07T20:00:00Z,2020-06-07T19:00:00Z,PT60M,15.3,121,941,1019,11.4,60.1,1015.0,277,7.8
2020-06-07T21:00:00Z,2020-06-07T20:00:00Z,PT60M,15.4,118,945,1026,11.9,59.1,1014.8,282,8.8
2020-06-07T22:00:00Z,2020-06-07T21:00:00Z,PT60M,15.4,115,937,975,12.0,58.1,1014.3,286,9.4
2020-06-07T23:00:00Z,2020-06-07T22:00:00Z,PT60M,15.3,109,917,869,11.6,58.1,1013.7,288,9.4
2020-06-08T00:00:00Z,2020-06-07T23:00:00Z,PT60M,15.1,100,881,716,10.9,60.1,1013.9,286,9.2
2020-06-08T01:00:00Z,2020-06-08T00:00:00Z,PT60M,14.8,88,815,528,10.4,61.6,1014.2,287,8.8
