month,day,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
5,20,11.88,6.566666666666667,57.33333333333334,1010.4533333333333,298.6666666666667,7.739999999999998,754.6666666666665,77.66666666666667,589.8
2,10,13.936363636363636,6.281818181818182,39.90909090909091,1011.4090909090908,99.8181818181818,3.7090909090909085,685.4545454545455,76.0909090909091,371.0
1,18,16.700000000000006,7.581818181818181,42.54545454545455,1009.6636363636363,97.0,3.7090909090909085,605.9090909090909,60.90909090909091,288.90909090909093
9,25,17.883333333333333,20.583333333333336,70.08333333333333,1010.9333333333333,270.8333333333333,4.283333333333333,661.5833333333334,95.16666666666669,473.66666666666674
1,28,11.209090909090907,16.654545454545456,76.0,1001.5727272727272,179.36363636363637,4.50909090909091,1.7272727272727273,107.45454545454544,108.27272727272728
5,18,13.233333333333333,12.84,73.93333333333334,1012.7933333333333,269.53333333333336,5.486666666666667,669.0,99.33333333333331,562.8
3,31,13.553846153846154,21.13076923076924,76.84615384615384,1018.0384615384617,276.53846153846155,3.392307692307692,388.6153846153846,199.61538461538458,441.46153846153845
9,7,16.814285714285713,21.435714285714287,63.35714285714285,1008.4571428571428,255.78571428571428,3.157142857142857,579.2857142857142,101.07142857142857,466.21428571428567
6,28,14.793333333333333,16.56,75.86666666666666,1002.5666666666667,250.86666666666667,6.746666666666667,385.53333333333336,182.9333333333333,510.6
12,25,11.330000000000002,16.16,75.9,1004.25,232.3,7.6400000000000015,31.7,116.1,127.6
9,11,14.885714285714286,16.657142857142855,80.07142857142857,1011.0785714285716,242.35714285714286,3.6214285714285714,595.0714285714286,90.5,460.6428571428572
8,21,15.742857142857144,18.964285714285715,79.5,1003.7357142857144,235.78571428571428,4.671428571428573,22.714285714285715,252.2142857142857,270.14285714285717
5,5,15.128571428571426,10.685714285714283,65.71428571428571,1014.6,265.5,3.728571428571428,727.4285714285713,94.0,588.7142857142858
11,1,15.5,28.7,79.72727272727273,1011.0272727272724,176.8181818181818,5.263636363636363,48.54545454545455,106.1818181818182,119.27272727272728
3,23,12.853846153846153,8.407692307692308,49.92307692307693,1013.4307692307693,149.38461538461542,8.407692307692308,686.0769230769231,91.0,497.76923076923083
8,6,17.06,15.166666666666668,76.13333333333334,1009.4333333333333,242.26666666666668,3.5666666666666678,202.46666666666667,261.6666666666667,424.73333333333335
5,24,16.14666666666667,16.78666666666667,61.8,1009.4799999999997,252.0,2.74,693.7333333333332,85.2,572.4
7,9,17.386666666666667,24.11333333333333,63.4,1006.3333333333333,248.8,3.333333333333333,686.2666666666668,99.53333333333332,564.5333333333333
12,12,11.169999999999998,21.669999999999995,80.2,1009.15,183.1,6.82,67.4,83.4,95.9
10,8,13.625,11.4,67.66666666666667,1012.1749999999997,271.4166666666667,6.941666666666666,515.4166666666666,110.41666666666669,406.41666666666674
4,16,13.507142857142856,17.071428571428573,77.14285714285714,1008.0714285714287,236.14285714285717,3.178571428571428,104.21428571428572,244.42857142857144,308.2142857142857
3,10,14.953846153846154,17.43846153846154,55.0,1010.8307692307692,87.07692307692308,3.1230769230769235,367.0,163.46153846153842,365.6923076923077
12,3,13.170000000000002,12.39,54.5,1017.66,92.0,2.22,478.5,86.8,268.9
8,23,18.61428571428572,26.07857142857143,66.57142857142857,1006.0714285714287,245.42857142857144,3.1357142857142857,290.5,229.0,436.07142857142856
10,2,23.225,11.908333333333333,42.75,1009.1999999999997,197.41666666666663,1.9,196.91666666666663,219.41666666666663,353.08333333333326
5,19,12.453333333333335,12.04,64.4,1010.28,283.6,8.186666666666667,729.8,75.93333333333334,576.8666666666667
10,22,19.341666666666665,13.025,41.833333333333336,1004.5499999999997,174.75,2.566666666666667,647.1666666666666,66.41666666666667,372.08333333333326
10,30,15.216666666666665,18.85,87.0,1008.4916666666667,229.0,3.308333333333333,70.83333333333333,175.16666666666663,203.25
11,28,15.63,21.93,58.7,1016.18,89.1,3.0,575.1,72.2,291.4
10,29,17.333333333333332,6.983333333333333,43.41666666666666,1011.9333333333334,191.0,2.1333333333333333,579.5833333333334,78.41666666666667,347.08333333333326
2,26,11.791666666666664,8.275,59.66666666666666,1016.5000000000003,300.75,3.6166666666666663,609.4166666666666,100.66666666666669,398.58333333333326
3,17,9.238461538461538,11.315384615384614,67.38461538461539,1013.9230769230768,216.6923076923077,2.523076923076923,207.0769230769231,214.38461538461542,306.15384615384613
7,22,16.013333333333332,13.106666666666667,77.46666666666667,1005.3466666666667,235.2,4.626666666666667,435.9333333333333,145.93333333333334,512.2
11,22,15.279999999999998,6.619999999999999,50.0,1014.61,36.1,3.3,642.0,76.0,324.4
8,9,18.142857142857142,24.050000000000004,70.21428571428571,1008.0714285714287,245.2142857142857,3.2142857142857144,615.2142857142858,107.42857142857143,546.6428571428571
2,12,11.745454545454544,17.045454545454547,79.63636363636364,1012.2,257.6363636363636,4.554545454545455,479.3636363636364,89.27272727272727,320.0
8,4,15.686666666666673,17.533333333333335,83.0,1010.0866666666666,245.0,4.86,236.6,241.8,392.0
2,9,11.609090909090908,19.30909090909091,75.9090909090909,1011.0272727272728,254.72727272727272,2.090909090909091,21.363636363636363,174.8181818181818,183.72727272727272
8,30,16.214285714285715,19.021428571428565,77.0,1005.9714285714284,246.85714285714286,3.435714285714286,95.92857142857143,253.0,333.2857142857143
1,13,13.429999999999998,27.51,81.5,1021.94,139.1,0.85,143.1,146.2,210.3
10,4,19.05,12.433333333333335,59.5,1008.6833333333333,256.0,2.6666666666666665,616.5,100.91666666666669,439.16666666666674
10,24,15.183333333333332,16.941666666666666,82.5,1009.6416666666668,237.33333333333331,2.6916666666666664,294.0,113.25,251.08333333333331
3,1,13.124999999999998,10.15,51.75,1014.6583333333333,188.33333333333331,1.9833333333333336,626.5,103.75,411.08333333333326
12,26,9.62,13.28,64.7,1010.16,243.3,5.51,32.6,130.5,142.0
3,31,17.453846153846154,6.884615384615387,38.230769230769226,1012.8615384615384,134.61538461538458,2.769230769230769,738.1538461538463,84.07692307692308,532.1538461538462
2,13,12.181818181818185,14.30909090909091,78.72727272727273,1011.7,283.8181818181818,6.372727272727274,432.3636363636364,133.72727272727272,341.09090909090907
11,23,14.080000000000002,10.93,63.1,1012.21,322.7,2.04,623.4,74.5,313.4
12,30,8.43,14.74,77.8,1006.45,95.2,3.18,472.9,71.7,251.3
3,12,10.953846153846152,8.823076923076924,60.92307692307693,1015.2153846153843,215.0769230769231,3.33076923076923,617.2307692307693,101.07692307692308,434.23076923076917
12,10,13.0,8.86,67.0,1011.47,249.5,2.26,462.4,88.3,269.6
1,4,12.89,21.800000000000004,86.4,1013.8499999999997,194.0,7.229999999999999,92.9,112.6,149.2
5,26,19.53333333333334,23.453333333333337,57.46666666666667,1006.1866666666666,268.2,2.68,720.6666666666665,77.66666666666667,569.8666666666667
6,15,16.1,12.575,66.8125,1013.66875,282.8125,4.856249999999998,697.4375,69.5,556.75
8,4,15.68,9.846666666666666,75.53333333333333,1009.6533333333333,256.3333333333333,4.493333333333334,412.4666666666666,148.0,460.4
10,5,18.524999999999995,9.333333333333334,61.58333333333334,1010.6166666666667,297.9166666666667,2.0083333333333333,454.16666666666674,143.91666666666666,414.58333333333326
6,20,15.706666666666667,18.03333333333333,76.0,1009.1266666666666,237.0,4.466666666666667,435.86666666666673,154.8,513.0
2,20,13.545454545454545,11.145454545454548,59.27272727272727,1014.2272727272723,103.0,2.2818181818181813,551.8181818181819,119.54545454545456,394.0
1,16,9.16,14.580000000000002,77.4,1004.85,216.6,5.84,47.1,75.9,91.6
9,12,16.057142857142857,13.842857142857143,72.57142857142857,1009.4071428571428,242.14285714285717,2.957142857142857,652.2857142857142,76.14285714285714,470.07142857142856
9,8,16.592857142857145,25.335714285714282,69.35714285714286,1007.1214285714284,247.28571428571428,3.2,533.4285714285714,113.57142857142857,454.71428571428567
1,14,11.03636363636364,12.436363636363636,67.9090909090909,1017.4727272727272,266.90909090909093,3.7909090909090906,319.45454545454544,108.72727272727272,237.0
11,13,16.563636363636366,13.709090909090907,66.18181818181819,1015.881818181818,79.72727272727273,2.6272727272727274,585.0909090909091,68.81818181818181,314.27272727272725
1,27,12.545454545454545,14.436363636363636,83.36363636363636,1022.0090909090912,261.72727272727275,2.4363636363636365,162.0,152.0,210.1818181818182
12,21,11.11,6.44,65.7,1013.7,51.4,3.17,564.0,73.2,275.2
6,8,12.91875,12.931250000000002,71.0625,1010.5124999999997,265.125,6.30625,674.6875,79.375,552.6875
7,9,16.060000000000002,15.02,69.86666666666666,1006.7666666666668,244.9333333333333,3.313333333333333,722.4,81.46666666666667,580.7333333333332
7,12,17.606666666666673,8.633333333333333,58.53333333333333,1008.7533333333334,250.13333333333333,3.226666666666666,780.3333333333335,63.8,598.6666666666666
7,11,17.339999999999996,10.313333333333333,60.8,1010.7066666666666,254.46666666666667,3.18,660.6666666666666,97.33333333333331,567.4666666666667
5,14,12.2,13.428571428571427,77.64285714285714,1009.3714285714284,237.42857142857144,4.771428571428571,34.07142857142857,253.42857142857144,275.14285714285717
12,18,8.350000000000001,11.39,75.1,1018.62,100.8,3.5,549.5,74.3,265.7
10,4,20.041666666666668,12.8,48.33333333333334,1007.0083333333333,223.16666666666663,2.058333333333333,529.0833333333334,140.91666666666666,426.5
11,24,14.3,6.929999999999998,41.6,1015.38,31.2,3.0,650.9,71.1,320.6
5,21,12.22,9.073333333333332,57.73333333333333,1010.04,285.6666666666667,6.286666666666666,726.7333333333332,84.2,582.3333333333334
10,6,18.141666666666666,11.516666666666667,61.58333333333334,1010.2416666666664,281.25,2.3666666666666667,383.0,170.0,386.08333333333326
2,19,12.454545454545453,14.818181818181818,73.36363636363636,1020.7727272727273,212.45454545454547,1.9909090909090907,41.09090909090909,160.63636363636363,173.45454545454547
6,29,15.81875,12.1125,69.4375,1004.375,247.75,4.075,672.1875,78.6875,554.25
4,4,11.161538461538463,19.276923076923076,82.15384615384616,1007.5692307692308,220.46153846153842,6.138461538461537,165.15384615384616,202.6923076923077,274.23076923076917
2,15,12.236363636363635,16.736363636363635,73.81818181818181,1016.1090909090907,254.54545454545453,2.0909090909090904,580.7272727272727,99.45454545454544,365.8181818181818
6,14,15.793749999999996,21.956250000000004,76.8125,1011.26875,269.375,3.375,417.0625,159.5625,465.9375
10,25,15.133333333333333,15.725,74.83333333333333,1008.125,186.75,2.283333333333333,418.0,111.58333333333331,307.6666666666667
11,14,12.250000000000002,18.94,78.6,1017.7999999999997,147.2,3.31,439.7,103.5,305.3
7,28,17.326666666666668,28.0,73.6,1011.0133333333334,252.53333333333333,3.2800000000000007,549.5333333333333,129.26666666666668,522.4666666666667
2,27,10.666666666666666,8.366666666666667,59.25,1015.5166666666668,321.1666666666667,4.55,620.0833333333334,97.33333333333331,406.0
4,20,12.964285714285715,17.264285714285716,74.85714285714286,1013.2642857142856,270.0,3.8285714285714287,300.2857142857143,216.28571428571428,406.07142857142856
11,27,12.81,7.2200000000000015,41.4,1017.41,40.7,2.8600000000000003,605.6,80.9,303.7
8,5,15.759999999999998,12.34,76.8,1010.5999999999997,257.53333333333336,5.1800000000000015,155.33333333333334,240.06666666666663,345.53333333333336
5,16,12.342857142857142,21.785714285714285,77.57142857142857,1007.9714285714286,233.0,4.871428571428571,224.64285714285717,265.5,422.8571428571428
12,7,12.26,21.42,74.0,1009.98,34.2,2.91,477.7,69.9,261.7
10,20,14.949999999999998,21.516666666666666,66.75,1011.4333333333334,169.75,3.375,25.83333333333333,138.58333333333334,144.83333333333334
4,19,13.35,13.599999999999998,72.07142857142857,1012.3928571428572,235.7142857142857,3.3571428571428568,393.9285714285714,143.42857142857142,413.9285714285714
8,15,17.22142857142857,29.242857142857137,76.92857142857143,1010.2357142857144,244.0,3.8857142857142857,167.85714285714286,251.57142857142856,394.57142857142856
9,14,16.26153846153846,12.046153846153846,75.84615384615384,1009.8076923076919,261.9230769230769,3.215384615384615,211.46153846153842,218.38461538461542,380.07692307692315
2,11,11.81818181818182,21.60909090909091,77.0909090909091,1013.2,224.8181818181818,2.7818181818181817,112.0,150.72727272727272,183.72727272727272
1,19,10.427272727272726,8.836363636363636,65.81818181818181,1016.2363636363636,49.27272727272727,4.154545454545455,139.8181818181818,123.63636363636364,178.72727272727272
8,16,17.200000000000006,25.492857142857147,75.71428571428571,1005.0714285714287,239.2142857142857,3.65,339.7142857142857,186.2142857142857,467.6428571428572
7,28,16.053333333333335,16.94666666666667,76.46666666666667,1007.6333333333333,254.7333333333333,3.753333333333335,369.33333333333326,157.6,453.26666666666665
6,1,15.16,19.546666666666667,70.33333333333333,1008.2866666666665,239.8,4.513333333333334,591.6666666666666,144.06666666666666,545.6
11,17,14.96,24.04,76.0,1006.98,158.7,7.06,232.8,98.2,161.8
11,11,15.745454545454544,17.509090909090908,68.81818181818181,1018.8454545454547,135.72727272727272,2.0454545454545454,597.7272727272727,68.0909090909091,320.1818181818182
12,24,11.43,12.459999999999996,69.6,1003.9,266.1,6.2799999999999985,380.5,102.8,236.9
3,27,10.938461538461537,10.915384615384617,65.61538461538461,1014.2923076923078,284.15384615384613,5.776923076923077,589.4615384615385,142.84615384615384,484.6923076923077
8,31,15.114285714285714,9.542857142857144,73.57142857142857,1001.7071428571428,235.92857142857144,4.785714285714286,611.2142857142858,111.0,506.0
11,20,13.12,10.39,54.0,1018.37,80.9,3.08,569.7,86.2,316.3
1,7,10.64,9.23,66.9,1017.88,233.1,2.52,477.6,100.1,268.5
1,25,9.327272727272726,9.454545454545457,63.45454545454545,1004.8818181818184,299.72727272727275,7.963636363636365,447.45454545454544,81.72727272727273,273.09090909090907
1,11,11.670000000000002,11.81,70.5,1019.0399999999997,291.6,4.97,484.9,88.1,275.4
10,16,18.791666666666664,9.35,37.41666666666666,1010.4833333333336,173.33333333333337,2.2166666666666663,643.25,80.25,400.75
12,22,11.169999999999998,7.710000000000001,67.9,1015.8399999999997,110.1,2.72,571.0,69.5,274.6
1,21,12.02727272727273,21.563636363636366,80.27272727272727,1013.1545454545453,179.36363636363637,4.681818181818182,10.454545454545457,125.8181818181818,127.8181818181818
4,7,10.464285714285714,12.507142857142858,72.64285714285714,1012.0857142857144,172.9285714285714,1.8142857142857145,525.5714285714286,88.14285714285714,446.28571428571433
1,1,13.06,24.8,78.3,1014.77,256.4,2.71,146.5,135.3,185.5
7,4,16.62666666666666,13.006666666666668,65.6,1011.68,249.8,3.1199999999999988,733.7333333333332,78.13333333333334,590.1333333333333
5,3,13.914285714285713,11.192857142857143,67.42857142857143,1015.5857142857143,281.35714285714283,3.9357142857142864,579.5,122.0,549.7142857142857
10,27,15.8,29.941666666666666,76.5,1019.5666666666666,162.75,1.675,395.83333333333326,108.58333333333331,310.4166666666667
5,12,14.571428571428573,10.757142857142856,66.21428571428571,1009.157142857143,248.28571428571428,3.8499999999999988,584.7857142857142,129.71428571428572,580.7857142857142
12,19,11.04,8.23,61.8,1022.41,82.8,3.14,575.0,69.2,274.6
11,13,12.045454545454545,23.2,74.63636363636364,1013.5090909090907,200.72727272727272,4.309090909090909,126.8181818181818,123.1818181818182,168.45454545454547
12,20,9.83,12.61,71.6,1013.7999999999997,108.2,3.58,102.1,144.0,186.7
4,10,13.878571428571426,19.62857142857143,76.28571428571429,1011.55,275.2857142857143,3.1142857142857143,348.1428571428572,176.21428571428572,407.8571428571428
3,23,12.161538461538465,17.56153846153846,77.07692307692308,1012.9076923076924,264.3076923076923,4.961538461538462,52.846153846153854,159.76923076923075,182.6923076923077
10,10,15.791666666666664,13.441666666666665,66.5,1013.4583333333335,242.91666666666663,2.6416666666666666,654.9166666666666,84.41666666666667,420.33333333333326
7,29,15.673333333333336,13.300000000000002,77.73333333333333,1007.6666666666665,257.6666666666667,3.9733333333333336,366.73333333333335,165.33333333333334,467.8
6,28,16.046666666666667,17.346666666666668,80.86666666666666,1004.3266666666666,260.2,5.0,112.46666666666668,280.53333333333336,382.2
7,26,16.119999999999994,30.03333333333333,73.33333333333333,1007.28,241.66666666666663,4.3133333333333335,90.0,280.4,350.0
7,2,16.02,19.26,79.93333333333334,1007.62,232.8,4.406666666666666,376.6,170.46666666666667,490.0
1,8,11.25,12.750000000000002,79.6,1014.6900000000003,291.7,3.2,264.0,140.2,222.0
11,8,13.345454545454546,11.081818181818182,53.18181818181818,1012.5818181818183,148.8181818181818,2.2545454545454544,418.09090909090907,102.72727272727272,294.8181818181818
2,22,13.427272727272726,14.881818181818184,59.36363636363637,1020.8363636363637,96.72727272727272,3.4909090909090907,660.1818181818181,99.45454545454544,408.3636363636364
3,2,12.933333333333335,7.15,51.08333333333334,1009.35,174.66666666666663,2.5583333333333336,602.25,113.83333333333331,417.91666666666674
8,8,17.228571428571428,19.9,75.78571428571429,1006.5,232.5,4.614285714285714,333.7142857142857,192.0,475.5
10,17,23.29166666666667,11.341666666666665,33.666666666666664,1008.1416666666664,196.16666666666663,1.958333333333333,645.5833333333334,71.58333333333333,393.08333333333326
11,11,12.418181818181818,11.881818181818181,69.9090909090909,1013.5636363636363,155.54545454545453,2.163636363636364,122.9090909090909,172.1818181818182,216.72727272727272
3,11,9.225,10.975,65.25,1011.8833333333333,139.66666666666666,3.9416666666666655,411.75,166.41666666666666,406.66666666666674
5,5,14.55,15.55,67.21428571428571,1007.8,243.2142857142857,3.135714285714285,729.2857142857142,92.07142857142857,581.4285714285714
2,18,12.527272727272726,12.70909090909091,50.0,1020.5909090909092,147.63636363636363,2.0454545454545454,299.45454545454544,179.1818181818182,325.90909090909093
2,20,11.736363636363635,10.972727272727273,71.72727272727273,1020.8636363636364,299.27272727272725,5.127272727272726,469.3636363636364,138.8181818181818,371.54545454545456
6,27,15.726666666666668,20.933333333333334,80.66666666666667,1005.48,255.46666666666667,4.826666666666666,215.13333333333333,230.33333333333331,398.86666666666673
5,28,16.57333333333333,16.89333333333333,69.8,1006.8933333333333,255.53333333333333,3.32,571.7333333333332,116.2,551.5333333333333
8,28,16.15,17.47142857142857,77.21428571428571,1004.4785714285716,245.2142857142857,3.1428571428571432,227.42857142857144,227.78571428571428,377.8571428571428
12,2,15.96,11.17,61.4,1012.9,32.5,1.61,542.9,80.7,285.1
1,12,12.2,23.020000000000003,76.6,1019.28,177.2,1.41,121.6,135.5,178.9
1,29,10.136363636363637,12.054545454545455,73.36363636363636,1005.7272727272727,202.8181818181818,1.6727272727272726,278.90909090909093,102.0909090909091,204.3636363636364
7,23,16.1,14.253333333333336,76.8,1006.56,236.06666666666663,4.173333333333334,500.06666666666666,129.93333333333334,522.0666666666667
11,4,16.233333333333334,16.8,76.91666666666667,1014.75,268.9166666666667,3.4250000000000003,402.91666666666674,108.5,278.5
3,9,10.708333333333334,12.208333333333336,68.25,1014.6916666666671,195.5,4.866666666666667,280.1666666666667,195.0,355.16666666666674
7,19,16.626666666666665,20.546666666666667,77.0,1009.6,256.2,4.073333333333333,376.6,177.0,451.86666666666673
12,11,10.43,10.38,54.9,1016.63,189.0,1.53,530.7,80.3,270.3
9,18,18.515384615384615,21.484615384615388,76.53846153846153,1010.1692307692308,259.0,3.4846153846153856,535.5384615384615,126.46153846153848,444.1538461538461
4,20,12.285714285714285,10.042857142857144,75.57142857142857,1008.8642857142858,273.64285714285717,5.9071428571428575,641.4285714285714,104.78571428571428,538.5714285714286
6,24,16.080000000000002,19.026666666666667,75.66666666666667,1010.36,254.4,4.1466666666666665,518.2,126.2,540.0666666666667
2,28,12.225,9.499999999999998,50.33333333333334,1016.1749999999997,107.91666666666669,3.891666666666666,634.4166666666666,97.41666666666669,408.75
9,12,18.53076923076923,14.0,67.23076923076923,1008.6384615384616,255.84615384615384,2.276923076923077,60.0,271.61538461538464,318.92307692307685
3,30,14.515384615384615,5.384615384615384,42.692307692307686,1010.2846153846153,100.6153846153846,3.3846153846153846,737.0,85.0,534.3846153846154
8,21,18.45,20.021428571428565,74.07142857142857,1005.7571428571428,253.0,3.5571428571428565,260.2142857142857,231.64285714285717,435.21428571428567
2,5,10.927272727272728,14.654545454545454,44.18181818181818,1018.5454545454547,190.45454545454547,1.781818181818182,571.0,84.54545454545455,328.3636363636364
3,6,12.141666666666666,13.275,77.25,1011.1833333333333,244.83333333333331,3.7083333333333335,99.25,197.25,242.25
6,5,14.74,16.64666666666667,75.26666666666667,1003.0266666666665,247.06666666666663,6.366666666666666,404.26666666666665,153.66666666666666,446.26666666666665
3,6,11.083333333333336,10.241666666666667,70.25,1014.85,269.8333333333333,3.233333333333333,527.6666666666666,132.33333333333334,411.0
3,3,12.654545454545454,8.39090909090909,54.90909090909091,1003.7545454545453,223.1818181818182,2.8363636363636364,255.45454545454547,206.0909090909091,365.0
2,17,13.78181818181818,9.03636363636364,61.63636363636363,1014.0090909090907,210.9090909090909,2.7272727272727275,513.0,112.0,379.27272727272725
3,10,10.041666666666668,11.15,65.16666666666667,1008.4333333333334,208.83333333333331,4.241666666666666,161.66666666666666,187.5,290.1666666666667
10,27,17.625,10.483333333333333,27.16666666666667,1013.2166666666667,123.83333333333331,2.891666666666667,651.5833333333334,56.83333333333334,358.41666666666674
5,27,12.94,12.14,73.6,1013.2533333333333,260.6666666666667,5.040000000000001,713.1333333333333,88.66666666666669,579.1333333333333
12,16,11.04,19.98,73.3,1017.98,98.6,1.83,449.3,87.1,252.0
3,29,12.107692307692306,18.4,76.61538461538461,1014.5307692307694,195.6923076923077,2.7923076923076926,23.07692307692308,191.23076923076923,207.6923076923077
6,6,14.386666666666665,15.453333333333335,73.73333333333333,1007.68,268.53333333333336,7.426666666666665,670.0,89.33333333333331,579.4
3,24,13.9,6.830769230769231,39.46153846153846,1011.8384615384616,164.30769230769232,4.092307692307694,666.2307692307693,104.3846153846154,494.07692307692315
11,3,16.458333333333332,19.991666666666667,79.0,1014.8250000000003,194.83333333333331,0.9500000000000002,496.66666666666674,85.33333333333333,307.5833333333333
6,13,16.54375,26.537499999999994,83.375,1008.50625,255.3125,3.90625,561.0625,96.9375,518.9375
5,31,15.493333333333334,22.380000000000006,78.46666666666667,1009.2866666666665,258.8,3.3999999999999995,56.73333333333333,292.4,328.0
11,19,12.929999999999998,14.34,75.5,1018.7,251.8,2.22,259.6,137.5,260.0
6,20,15.775,14.075,72.5,1004.0,242.5625,4.1,450.875,127.5625,502.9375
3,22,11.461538461538463,14.292307692307697,66.76923076923077,1013.746153846154,304.84615384615387,5.023076923076924,607.9230769230769,105.46153846153848,467.23076923076917
5,13,13.157142857142858,12.485714285714286,71.0,1011.3285714285713,241.28571428571428,4.178571428571429,253.7142857142857,277.5,458.28571428571433
5,11,15.614285714285714,9.085714285714284,57.64285714285714,1006.85,248.07142857142856,3.335714285714286,740.0714285714287,96.28571428571428,604.5
4,27,12.121428571428568,10.457142857142856,63.14285714285714,1010.1428571428572,241.7142857142857,4.042857142857144,739.7142857142858,79.71428571428571,572.4285714285714
1,15,9.618181818181816,11.245454545454548,69.18181818181819,1013.4909090909088,180.8181818181818,2.627272727272727,314.1818181818182,122.8181818181818,232.63636363636363
10,3,21.8,11.241666666666665,44.91666666666666,1007.6416666666668,217.5,2.108333333333334,290.1666666666667,198.08333333333331,379.33333333333326
4,12,12.835714285714285,19.021428571428572,76.35714285714286,1011.0428571428572,229.14285714285717,2.307142857142857,111.64285714285714,213.78571428571428,302.42857142857144
2,2,12.9,16.954545454545453,76.45454545454545,1012.8909090909093,231.54545454545453,3.7,307.90909090909093,132.9090909090909,274.3636363636364
6,11,17.043750000000006,15.012499999999996,71.1875,1009.6749999999997,249.4375,3.3812500000000005,549.875,133.6875,514.4375
5,9,15.22857142857143,13.45,56.214285714285715,1008.7571428571428,267.35714285714283,3.6642857142857146,645.6428571428571,123.0,577.4285714285714
12,6,12.14,13.050000000000002,70.0,1020.17,193.9,1.7900000000000005,357.8,103.5,252.9
3,11,15.407692307692304,20.053846153846152,64.69230769230771,1011.2384615384616,272.0769230769231,1.9230769230769231,463.8461538461538,117.23076923076924,399.1538461538461
4,11,11.735714285714286,9.757142857142858,68.71428571428571,1008.0785714285713,229.0,2.7642857142857147,694.2857142857142,84.85714285714286,524.0
10,23,15.158333333333335,13.574999999999998,71.33333333333333,1008.4916666666667,279.1666666666667,2.4,572.6666666666666,71.33333333333333,362.83333333333326
6,22,16.086666666666662,20.83333333333333,76.53333333333333,1008.52,240.06666666666663,4.366666666666666,556.2,108.33333333333331,544.8666666666667
2,19,12.80909090909091,8.399999999999999,61.63636363636363,1013.2363636363636,180.8181818181818,1.7909090909090908,619.0,105.0,400.09090909090907
4,29,14.407142857142858,21.7,80.5,1011.4857142857144,261.2142857142857,4.592857142857143,257.92857142857144,236.85714285714286,397.57142857142856
8,2,16.653333333333332,13.400000000000002,71.53333333333333,1013.24,260.1333333333333,3.86,715.4,74.93333333333334,554.8666666666667
4,30,14.407142857142857,15.02142857142857,75.64285714285714,1013.1285714285713,274.64285714285717,4.814285714285715,528.1428571428571,149.42857142857142,526.2857142857143
12,13,12.330000000000002,22.44,85.7,1015.17,156.6,4.71,12.5,121.1,124.9
2,29,12.133333333333333,9.825,68.66666666666667,1012.6000000000003,280.8333333333333,5.941666666666666,533.1666666666666,104.16666666666669,398.0
9,13,16.946153846153845,15.207692307692305,71.61538461538461,1007.8153846153847,258.0,3.161538461538462,14.230769230769232,262.0769230769231,270.46153846153845
1,24,9.881818181818184,12.918181818181818,76.36363636363636,1007.7,274.3636363636364,4.563636363636364,102.1818181818182,101.27272727272728,125.72727272727272
2,4,9.89090909090909,5.8181818181818175,37.90909090909091,1018.3272727272728,138.9090909090909,4.945454545454545,640.7272727272727,79.18181818181819,340.27272727272725
