,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
2020-06-14,6,2020-06-14,15.793749999999996,21.956250000000004,76.8125,1011.2687500000001,269.375,3.375,417.0625,159.5625,465.9375
2020-06-15,6,2020-06-15,16.38125,24.487500000000004,74.8125,1010.7937499999999,277.6875,5.0,387.5625,186.9375,463.0
2020-06-16,6,2020-06-16,15.331249999999997,14.525000000000002,70.5,1010.8999999999999,287.75,6.5874999999999995,653.0,85.375,547.4375
2020-06-17,6,2020-06-17,16.818749999999998,10.08125,56.5625,1009.8375000000001,294.125,3.96875,719.1875,65.875,563.625
2020-06-18,6,2020-06-18,19.34375,10.931250000000002,47.8125,1007.375,250.75,2.6875000000000004,709.0,70.125,559.375
2020-06-19,6,2020-06-19,17.724999999999998,14.975,62.8125,1006.91875,247.1875,3.6562499999999996,649.625,87.625,545.375
2020-06-20,6,2020-06-20,15.706666666666669,18.033333333333335,76.0,1009.1266666666666,237.0,4.466666666666667,435.8666666666667,154.8,513.0
2020-06-21,6,2020-06-21,15.92666666666667,22.133333333333336,78.46666666666667,1009.3333333333331,247.0,4.42,563.4666666666667,120.26666666666667,552.2666666666667
2020-06-22,6,2020-06-22,16.086666666666662,20.833333333333332,76.53333333333333,1008.5200000000001,240.06666666666666,4.366666666666666,556.2,108.33333333333333,544.8666666666667
2020-06-23,6,2020-06-23,16.55333333333333,22.173333333333332,76.0,1007.5266666666665,244.46666666666667,3.793333333333334,470.1333333333333,148.66666666666666,524.5333333333333
2020-06-24,6,2020-06-24,16.273333333333333,23.68,77.46666666666667,1005.1066666666668,242.33333333333334,3.9266666666666667,381.6,153.4,490.1333333333333
2020-06-25,6,2020-06-25,16.380000000000003,22.573333333333334,77.13333333333334,1003.2133333333335,230.26666666666668,4.366666666666666,548.0666666666667,134.26666666666668,543.4666666666667
2020-06-26,6,2020-06-26,16.499999999999996,25.08666666666667,76.66666666666667,1005.7066666666668,239.8,4.213333333333333,490.1333333333333,129.8,526.4
2020-06-27,6,2020-06-27,16.513333333333335,19.65333333333334,79.4,1005.6333333333333,238.0,4.840000000000001,184.0,278.6666666666667,426.46666666666664
2020-06-28,6,2020-06-28,14.793333333333333,16.56,75.86666666666666,1002.5666666666668,250.86666666666667,6.746666666666668,385.53333333333336,182.93333333333334,510.6
2020-06-29,6,2020-06-29,15.81875,12.1125,69.4375,1004.375,247.75,4.075,672.1875,78.6875,554.25
2020-06-30,6,2020-06-30,17.13125,15.606250000000001,64.75,1007.5625,246.0625,3.4812499999999997,694.5,73.125,550.5
2020-07-01,7,2020-07-01,15.659999999999998,14.400000000000004,73.2,1005.2400000000001,235.6,4.153333333333333,658.5333333333333,93.2,578.0666666666667
2020-07-02,7,2020-07-02,15.06,12.166666666666666,76.13333333333334,1005.98,224.46666666666667,4.593333333333333,642.9333333333333,99.0,579.1333333333333
2020-07-03,7,2020-07-03,15.113333333333333,13.073333333333334,75.4,1009.9399999999999,249.33333333333334,4.233333333333333,482.3333333333333,155.33333333333334,533.6
2020-07-04,7,2020-07-04,16.62666666666666,13.006666666666668,65.6,1011.6800000000001,249.8,3.119999999999999,733.7333333333333,78.13333333333334,590.1333333333333
2020-07-05,7,2020-07-05,17.873333333333335,9.96,57.06666666666667,1010.7,258.1333333333333,3.5533333333333337,768.2,68.93333333333334,599.0666666666667
2020-07-06,7,2020-07-06,16.273333333333337,8.586666666666666,65.86666666666666,1009.2133333333334,263.8,4.7266666666666675,768.9333333333333,70.8,599.8666666666667
2020-07-07,7,2020-07-07,15.359999999999998,10.979999999999999,68.4,1009.4800000000002,252.26666666666668,4.046666666666667,731.4666666666667,82.6,590.4
2020-07-08,7,2020-07-08,15.98,13.653333333333332,70.46666666666667,1007.3066666666667,242.86666666666667,3.5133333333333336,716.8666666666667,83.4,583.4666666666667
2020-07-09,7,2020-07-09,16.060000000000002,15.02,69.86666666666666,1006.7666666666667,244.93333333333334,3.313333333333333,722.4,81.46666666666667,580.7333333333333
2020-07-10,7,2020-07-10,17.22666666666667,11.466666666666669,63.93333333333333,1009.3333333333334,249.66666666666666,3.0999999999999996,710.9333333333333,96.73333333333333,575.6666666666666
2020-07-11,7,2020-07-11,17.339999999999996,10.313333333333333,60.8,1010.7066666666666,254.46666666666667,3.18,660.6666666666666,97.33333333333333,567.4666666666667
2020-07-12,7,2020-07-12,17.60666666666667,8.633333333333333,58.53333333333333,1008.7533333333334,250.13333333333333,3.226666666666666,780.3333333333334,63.8,598.6666666666666
2020-07-13,7,2020-07-13,15.54,16.44666666666667,75.2,1006.4666666666667,239.73333333333332,4.760000000000001,473.8,142.93333333333334,484.73333333333335
2020-07-14,7,2020-07-14,15.106666666666666,20.686666666666667,77.6,1007.6266666666667,225.33333333333334,4.786666666666666,584.5333333333333,104.93333333333334,549.8
2020-07-15,7,2020-07-15,16.006666666666668,20.506666666666668,76.6,1007.4599999999999,236.53333333333333,3.9533333333333336,476.53333333333336,144.73333333333332,525.4666666666667
2020-07-16,7,2020-07-16,16.12666666666667,24.13333333333333,76.4,1006.9733333333334,247.8,4.166666666666667,279.1333333333333,223.13333333333333,456.8666666666667
2020-07-17,7,2020-07-17,16.12,23.13333333333333,78.86666666666666,1008.6466666666668,248.0,4.066666666666667,461.1333333333333,136.0,514.1333333333333
2020-07-18,7,2020-07-18,16.806666666666665,19.959999999999997,76.33333333333333,1009.5933333333335,248.2,3.746666666666668,494.06666666666666,132.06666666666666,518.6666666666666
2020-07-19,7,2020-07-19,16.626666666666665,20.546666666666667,77.0,1009.6000000000001,256.2,4.073333333333333,376.6,177.0,451.8666666666667
2020-07-20,7,2020-07-20,15.806666666666668,19.69333333333333,79.46666666666667,1010.24,256.3333333333333,4.42,65.46666666666667,262.3333333333333,304.73333333333335
2020-07-21,7,2020-07-21,15.486666666666668,14.706666666666665,79.8,1007.4266666666665,253.33333333333334,4.306666666666667,242.46666666666667,248.0,435.1333333333333
2020-07-22,7,2020-07-22,16.013333333333332,13.106666666666667,77.46666666666667,1005.3466666666667,235.2,4.626666666666667,435.93333333333334,145.93333333333334,512.2
2020-07-23,7,2020-07-23,16.1,14.253333333333334,76.8,1006.56,236.06666666666666,4.173333333333334,500.06666666666666,129.93333333333334,522.0666666666667
2020-07-24,7,2020-07-24,15.013333333333332,19.253333333333334,80.93333333333334,1007.6333333333334,247.93333333333334,4.766666666666667,186.06666666666666,249.73333333333332,386.3333333333333
2020-07-25,7,2020-07-25,15.92666666666667,15.860000000000001,76.26666666666667,1007.7733333333333,233.73333333333332,4.08,493.53333333333336,135.53333333333333,525.0666666666667
2020-07-26,7,2020-07-26,16.38,21.186666666666664,76.4,1008.2199999999999,253.06666666666666,3.813333333333333,426.93333333333334,135.86666666666667,484.8666666666667
2020-07-27,7,2020-07-27,16.113333333333333,20.206666666666663,74.8,1008.1800000000001,253.6,3.8066666666666666,469.0,135.4,507.93333333333334
2020-07-28,7,2020-07-28,16.053333333333335,16.94666666666667,76.46666666666667,1007.6333333333333,254.73333333333332,3.7533333333333347,369.3333333333333,157.6,453.26666666666665
2020-07-29,7,2020-07-29,15.673333333333334,13.300000000000002,77.73333333333333,1007.6666666666666,257.6666666666667,3.9733333333333336,366.73333333333335,165.33333333333334,467.8
2020-07-30,7,2020-07-30,16.133333333333333,13.326666666666664,76.86666666666666,1009.7800000000001,251.53333333333333,3.8266666666666667,400.73333333333335,126.93333333333334,443.6
2020-07-31,7,2020-07-31,15.606666666666664,9.666666666666664,79.06666666666666,1011.2133333333334,261.46666666666664,4.2,406.0,133.93333333333334,441.93333333333334
2020-08-01,8,2020-08-01,16.82,12.180000000000001,75.93333333333334,1011.0533333333333,246.8,3.4466666666666668,529.2,130.06666666666666,512.2666666666667
2020-08-02,8,2020-08-02,16.666666666666664,13.426666666666666,74.4,1010.9599999999999,240.26666666666668,3.6066666666666674,460.4,133.06666666666666,488.73333333333335
2020-08-03,8,2020-08-03,17.686666666666664,17.733333333333334,67.4,1011.0266666666668,245.66666666666666,3.646666666666667,690.9333333333333,77.6,540.6
2020-08-04,8,2020-08-04,15.686666666666671,17.533333333333335,83.0,1010.0866666666666,245.0,4.86,236.6,241.8,392.0
2020-08-05,8,2020-08-05,14.806666666666668,18.68666666666667,86.26666666666667,1009.0266666666668,252.2,5.786666666666666,194.66666666666666,247.66666666666666,376.0
2020-08-06,8,2020-08-06,15.742857142857146,21.857142857142858,80.71428571428571,1007.7499999999999,236.57142857142858,4.135714285714285,508.57142857142856,128.71428571428572,518.7142857142857
2020-08-07,8,2020-08-07,16.366666666666667,25.3,75.26666666666667,1007.7,235.93333333333334,4.080000000000001,647.0666666666667,83.0,520.8666666666667
2020-08-08,8,2020-08-08,17.214285714285715,25.671428571428574,73.5,1008.8214285714286,240.28571428571428,3.757142857142857,526.5714285714286,126.64285714285714,523.1428571428571
2020-08-09,8,2020-08-09,18.142857142857146,24.050000000000004,70.21428571428571,1008.0714285714288,245.21428571428572,3.2142857142857144,615.2142857142857,107.42857142857143,546.6428571428571
2020-08-10,8,2020-08-10,18.05,23.778571428571432,71.07142857142857,1007.3000000000001,249.57142857142858,3.7071428571428577,456.85714285714283,156.64285714285714,510.42857142857144
2020-08-11,8,2020-08-11,16.742857142857144,20.357142857142854,79.35714285714286,1007.892857142857,244.21428571428572,4.214285714285714,250.64285714285714,220.0,424.2857142857143
2020-08-12,8,2020-08-12,17.135714285714286,16.771428571428572,76.64285714285714,1007.8500000000001,253.5,3.371428571428571,367.0,165.28571428571428,470.85714285714283
2020-08-13,8,2020-08-13,19.45714285714286,17.685714285714287,58.42857142857143,1007.3999999999999,254.71428571428572,2.685714285714286,697.2142857142857,84.78571428571429,551.7857142857143
2020-08-14,8,2020-08-14,22.985714285714284,33.37857142857142,47.0,1006.7642857142857,231.21428571428572,2.442857142857143,429.42857142857144,159.64285714285714,472.35714285714283
2020-08-15,8,2020-08-15,23.11428571428571,28.27142857142857,53.214285714285715,1006.2928571428572,264.2857142857143,2.985714285714286,688.8571428571429,86.78571428571429,537.7857142857143
2020-08-16,8,2020-08-16,22.721428571428564,34.23571428571428,52.142857142857146,1007.0,249.14285714285714,2.485714285714286,224.64285714285714,160.28571428571428,285.07142857142856
2020-08-17,8,2020-08-17,21.349999999999998,39.57142857142857,62.92857142857143,1008.9214285714287,260.57142857142856,3.0928571428571425,210.71428571428572,227.71428571428572,341.0
2020-08-18,8,2020-08-18,21.442857142857147,34.02142857142857,58.07142857142857,1009.3357142857141,254.5,2.9285714285714284,228.35714285714286,236.78571428571428,412.14285714285717
2020-08-19,8,2020-08-19,21.742857142857144,26.957142857142856,46.357142857142854,1007.95,259.7142857142857,3.207142857142857,291.35714285714283,235.14285714285714,450.85714285714283
2020-08-20,8,2020-08-20,18.807142857142857,14.592857142857143,63.0,1006.907142857143,255.35714285714286,3.2142857142857144,284.42857142857144,256.0,446.5
2020-08-21,8,2020-08-21,18.45,20.021428571428572,74.07142857142857,1005.7571428571429,253.0,3.557142857142857,260.2142857142857,231.64285714285714,435.2142857142857
2020-08-22,8,2020-08-22,18.707142857142856,23.957142857142856,72.14285714285714,1005.85,257.85714285714283,3.0714285714285716,379.07142857142856,199.64285714285714,466.35714285714283
2020-08-23,8,2020-08-23,18.614285714285717,26.07857142857143,66.57142857142857,1006.0714285714286,245.42857142857142,3.1357142857142857,290.5,229.0,436.07142857142856
2020-08-24,8,2020-08-24,18.6,30.86428571428572,71.07142857142857,1005.4857142857143,259.2857142857143,2.9,138.0,231.07142857142858,346.2142857142857
2020-08-25,8,2020-08-25,17.87857142857143,36.02142857142858,77.78571428571429,1005.8785714285715,255.5,3.2499999999999996,214.57142857142858,212.92857142857142,370.92857142857144
2020-08-26,8,2020-08-26,15.878571428571428,25.064285714285713,78.57142857142857,1005.6071428571429,243.35714285714286,4.014285714285714,104.0,228.42857142857142,280.14285714285717
2020-08-27,8,2020-08-27,15.121428571428572,15.549999999999999,79.85714285714286,1004.9785714285716,241.92857142857142,3.757142857142857,241.5,176.64285714285714,374.85714285714283
2020-08-28,8,2020-08-28,16.15,17.47142857142857,77.21428571428571,1004.4785714285715,245.21428571428572,3.142857142857143,227.42857142857142,227.78571428571428,377.85714285714283
2020-08-29,8,2020-08-29,16.4,21.328571428571426,76.5,1005.3857142857144,240.5,3.392857142857143,57.57142857142857,266.2857142857143,314.2857142857143
2020-08-30,8,2020-08-30,16.214285714285715,19.021428571428572,77.0,1005.9714285714284,246.85714285714286,3.435714285714286,95.92857142857143,253.0,333.2857142857143
2020-08-31,8,2020-08-31,16.657142857142862,17.614285714285714,76.21428571428571,1004.7357142857144,240.85714285714286,3.164285714285714,135.92857142857142,232.0,343.2857142857143
2020-09-01,9,2020-09-01,16.37142857142857,21.75,77.64285714285714,1007.2357142857143,247.07142857142858,3.6428571428571432,126.5,251.92857142857142,355.35714285714283
2020-09-02,9,2020-09-02,16.207142857142856,22.228571428571428,79.57142857142857,1011.3142857142858,244.64285714285714,3.607142857142857,145.78571428571428,236.14285714285714,352.64285714285717
2020-09-03,9,2020-09-03,15.714285714285714,19.2,79.07142857142857,1011.5642857142856,273.07142857142856,3.9428571428571426,213.92857142857142,183.71428571428572,328.0
2020-09-04,9,2020-09-04,16.12142857142857,18.24285714285714,78.92857142857143,1010.6142857142859,264.92857142857144,3.9071428571428575,476.7857142857143,126.35714285714286,452.64285714285717
2020-09-05,9,2020-09-05,20.342857142857145,18.79285714285714,55.285714285714285,1009.3499999999998,277.2857142857143,1.9857142857142855,398.92857142857144,180.14285714285714,429.7142857142857
2020-09-06,9,2020-09-06,24.15,24.307142857142853,42.92857142857143,1008.5928571428573,292.7857142857143,2.242857142857143,412.7857142857143,166.57142857142858,436.7142857142857
2020-09-07,9,2020-09-07,24.735714285714288,20.7,41.785714285714285,1005.2285714285715,265.57142857142856,2.8285714285714287,285.35714285714283,206.14285714285714,398.57142857142856
2020-09-08,9,2020-09-08,21.821428571428573,13.47857142857143,47.0,1000.5071428571428,281.85714285714283,2.9214285714285713,177.5,265.7142857142857,364.7142857142857
2020-09-09,9,2020-09-09,18.271428571428572,10.864285714285716,69.0,1002.8714285714285,248.64285714285714,3.1785714285714293,4.357142857142857,269.64285714285717,271.07142857142856
2020-09-10,9,2020-09-10,16.869230769230768,14.869230769230768,74.38461538461539,1009.053846153846,260.38461538461536,3.061538461538461,0.0,230.53846153846155,230.53846153846155
2020-09-11,9,2020-09-11,16.692857142857143,15.207142857142857,71.78571428571429,1011.3785714285715,283.7142857142857,2.6285714285714286,0.0,248.07142857142858,248.07142857142858
2020-09-12,9,2020-09-12,18.53076923076923,14.0,67.23076923076923,1008.6384615384615,255.84615384615384,2.276923076923077,60.0,271.61538461538464,318.9230769230769
2020-09-13,9,2020-09-13,16.946153846153845,15.207692307692307,71.61538461538461,1007.8153846153847,258.0,3.161538461538462,14.23076923076923,262.0769230769231,270.46153846153845
2020-09-14,9,2020-09-14,16.26153846153846,12.046153846153846,75.84615384615384,1009.807692307692,261.9230769230769,3.215384615384615,211.46153846153845,218.3846153846154,380.0769230769231
2020-09-15,9,2020-09-15,17.292307692307695,11.884615384615387,76.07692307692308,1011.9230769230769,269.53846153846155,2.769230769230769,379.2307692307692,191.6153846153846,436.61538461538464
2020-09-16,9,2020-09-16,18.83076923076923,13.484615384615385,80.23076923076923,1011.7846153846154,267.15384615384613,3.115384615384616,373.38461538461536,171.07692307692307,431.3076923076923
2020-09-17,9,2020-09-17,18.96153846153846,18.353846153846153,79.0,1009.9461538461538,253.69230769230768,3.2,507.9230769230769,143.30769230769232,448.7692307692308
2020-09-18,9,2020-09-18,18.515384615384615,21.484615384615385,76.53846153846153,1010.1692307692307,259.0,3.4846153846153856,535.5384615384615,126.46153846153847,444.15384615384613
2020-09-19,9,2020-09-19,18.15833333333333,18.175,76.33333333333333,1010.1,276.5833333333333,2.758333333333333,576.0833333333334,138.41666666666666,487.5833333333333
2020-09-20,9,2020-09-20,19.799999999999997,17.623076923076923,65.53846153846153,1007.1923076923075,252.23076923076923,2.6384615384615384,486.9230769230769,145.3846153846154,437.0
2020-09-21,9,2020-09-21,18.475000000000005,13.583333333333334,65.0,1007.525,247.41666666666666,3.141666666666666,554.8333333333334,137.75,481.8333333333333
2020-09-22,9,2020-09-22,17.30833333333333,16.35833333333333,75.16666666666667,1010.65,249.0,3.900000000000001,660.3333333333334,86.08333333333333,490.8333333333333
2020-09-23,9,2020-09-23,18.14166666666667,20.933333333333334,65.83333333333333,1012.7750000000001,258.5833333333333,3.3000000000000003,740.0833333333334,70.41666666666667,491.0833333333333
2020-09-24,9,2020-09-24,18.900000000000002,26.941666666666666,79.75,1012.0749999999999,271.1666666666667,3.975,651.5833333333334,83.5,471.8333333333333
2020-09-25,9,2020-09-25,17.883333333333333,20.583333333333336,70.08333333333333,1010.9333333333333,270.8333333333333,4.283333333333333,661.5833333333334,95.16666666666667,473.6666666666667
2020-09-26,9,2020-09-26,18.925,24.808333333333334,70.91666666666667,1010.9083333333334,280.4166666666667,3.341666666666667,678.4166666666666,89.58333333333333,467.3333333333333
2020-09-27,9,2020-09-27,21.849999999999998,18.3,51.25,1007.4083333333333,159.58333333333334,2.266666666666667,569.1666666666666,123.75,458.0833333333333
2020-09-28,9,2020-09-28,24.291666666666668,17.383333333333333,33.25,1006.7583333333332,162.58333333333334,1.9166666666666667,358.3333333333333,193.08333333333334,407.3333333333333
2020-09-29,9,2020-09-29,20.024999999999995,19.55,65.0,1009.9583333333335,263.0,2.5500000000000003,259.25,198.83333333333334,375.4166666666667
2020-09-30,9,2020-09-30,18.766666666666666,17.741666666666667,68.0,1012.3666666666667,290.3333333333333,2.108333333333334,304.75,182.08333333333334,389.75
2020-10-01,10,2020-10-01,23.491666666666664,15.483333333333333,40.25,1009.8666666666667,201.25,2.0083333333333333,91.83333333333333,254.83333333333334,305.5833333333333
2020-10-02,10,2020-10-02,23.224999999999998,11.908333333333331,42.75,1009.1999999999998,197.41666666666666,1.8999999999999997,196.91666666666666,219.41666666666666,353.0833333333333
2020-10-03,10,2020-10-03,21.799999999999997,11.241666666666665,44.916666666666664,1007.6416666666669,217.5,2.108333333333334,290.1666666666667,198.08333333333334,379.3333333333333
2020-10-04,10,2020-10-04,19.049999999999997,12.433333333333335,59.5,1008.6833333333333,256.0,2.6666666666666665,616.5,100.91666666666667,439.1666666666667
2020-10-05,10,2020-10-05,18.524999999999995,9.333333333333334,61.583333333333336,1010.6166666666668,297.9166666666667,2.008333333333333,454.1666666666667,143.91666666666666,414.5833333333333
2020-10-06,10,2020-10-06,18.141666666666666,11.516666666666667,61.583333333333336,1010.2416666666664,281.25,2.3666666666666667,383.0,170.0,386.0833333333333
2020-10-07,10,2020-10-07,15.149999999999999,14.25,73.25,1008.5416666666666,261.5,3.008333333333333,153.16666666666666,208.41666666666666,295.6666666666667
2020-10-08,10,2020-10-08,15.216666666666667,16.791666666666668,80.25,1008.7916666666665,252.41666666666666,3.725,9.333333333333334,210.25,213.75
2020-10-09,10,2020-10-09,16.11666666666667,20.48333333333333,78.25,1009.125,238.58333333333334,2.4416666666666664,167.16666666666666,191.66666666666666,284.0833333333333
2020-10-10,10,2020-10-10,16.95,31.966666666666672,80.75,1009.1833333333334,239.66666666666666,2.5416666666666665,106.66666666666667,195.66666666666666,244.16666666666666
2020-10-11,10,2020-10-11,17.116666666666667,22.53333333333333,73.33333333333333,1012.4500000000002,196.91666666666666,2.941666666666667,535.0,86.16666666666667,388.5833333333333
2020-10-12,10,2020-10-12,19.133333333333336,15.799999999999999,53.75,1013.2916666666666,188.33333333333334,2.683333333333333,680.25,66.25,412.6666666666667
2020-10-13,10,2020-10-13,19.98333333333333,15.15,56.666666666666664,1012.6,204.91666666666666,2.4916666666666667,667.25,69.75,405.9166666666667
2020-10-14,10,2020-10-14,20.666666666666668,18.008333333333333,55.75,1012.8916666666665,297.75,2.5416666666666665,664.25,66.16666666666667,399.0833333333333
2020-10-15,10,2020-10-15,22.875,15.458333333333334,32.583333333333336,1010.3166666666667,132.33333333333334,2.933333333333333,673.9166666666666,64.91666666666667,399.75
2020-10-16,10,2020-10-16,23.58333333333333,13.016666666666666,28.833333333333332,1008.9916666666667,140.91666666666666,2.6166666666666667,580.9166666666666,95.0,387.5833333333333
2020-10-17,10,2020-10-17,23.291666666666668,11.341666666666663,33.666666666666664,1008.1416666666665,196.16666666666666,1.958333333333333,645.5833333333334,71.58333333333333,393.0833333333333
2020-10-18,10,2020-10-18,20.608333333333338,11.658333333333333,50.25,1009.5416666666665,265.5833333333333,2.158333333333333,664.25,67.33333333333333,389.6666666666667
2020-10-19,10,2020-10-19,18.48333333333333,13.791666666666666,64.16666666666667,1010.0,262.4166666666667,2.3333333333333335,616.5833333333334,76.0,378.0833333333333
2020-10-20,10,2020-10-20,18.758333333333336,13.408333333333333,57.583333333333336,1007.0999999999999,232.25,1.9833333333333334,608.5833333333334,73.0,375.1666666666667
2020-10-21,10,2020-10-21,19.23333333333333,14.516666666666666,56.25,1004.5166666666668,274.25,2.175,618.9166666666666,69.33333333333333,372.3333333333333
2020-10-22,10,2020-10-22,19.341666666666665,13.025,41.833333333333336,1004.5499999999998,174.75,2.566666666666667,647.1666666666666,66.41666666666667,372.0833333333333
2020-10-23,10,2020-10-23,15.158333333333337,13.574999999999998,71.33333333333333,1008.4916666666667,279.1666666666667,2.4,572.6666666666666,71.33333333333333,362.8333333333333
2020-10-24,10,2020-10-24,15.183333333333332,16.941666666666666,82.5,1009.6416666666668,237.33333333333334,2.6916666666666664,294.0,113.25,251.08333333333334
2020-10-25,10,2020-10-25,15.133333333333333,15.725000000000001,74.83333333333333,1008.125,186.75,2.283333333333333,418.0,111.58333333333333,307.6666666666667
2020-10-26,10,2020-10-26,16.741666666666667,7.583333333333335,28.75,1012.6166666666667,139.41666666666666,4.2333333333333325,665.25,57.333333333333336,366.9166666666667
2020-10-27,10,2020-10-27,17.625,10.483333333333333,27.166666666666668,1013.2166666666667,123.83333333333333,2.891666666666667,651.5833333333334,56.833333333333336,358.4166666666667
2020-10-28,10,2020-10-28,17.400000000000002,7.291666666666667,38.083333333333336,1012.4666666666667,139.0,2.0,586.9166666666666,81.33333333333333,351.8333333333333
2020-10-29,10,2020-10-29,17.333333333333332,6.983333333333334,43.416666666666664,1011.9333333333334,191.0,2.1333333333333333,579.5833333333334,78.41666666666667,347.0833333333333
2020-10-30,10,2020-10-30,16.39166666666667,7.7250000000000005,52.25,1011.7833333333334,226.75,1.95,582.0833333333334,72.08333333333333,343.5
2020-10-31,10,2020-10-31,16.816666666666666,8.108333333333333,50.5,1012.4000000000001,161.41666666666666,2.583333333333333,631.3333333333334,58.583333333333336,343.5833333333333
2020-11-01,11,2020-11-01,18.333333333333332,8.424999999999999,44.25,1014.0,145.83333333333334,2.5000000000000004,597.1666666666666,66.41666666666667,336.25
2020-11-02,11,2020-11-02,18.80909090909091,12.845454545454544,42.54545454545455,1012.9454545454545,188.36363636363637,2.0272727272727273,593.5454545454545,79.0909090909091,353.0
2020-11-03,11,2020-11-03,16.083333333333332,11.600000000000001,60.5,1012.15,256.3333333333333,2.433333333333333,581.5833333333334,61.666666666666664,326.5833333333333
2020-11-04,11,2020-11-04,15.858333333333336,20.95,70.0,1015.9833333333332,213.16666666666666,1.616666666666667,514.0833333333334,79.25,301.0833333333333
2020-11-05,11,2020-11-05,18.463636363636365,16.999999999999996,62.27272727272727,1013.9727272727275,172.9090909090909,2.1999999999999997,643.1818181818181,60.27272727272727,345.3636363636364
2020-11-06,11,2020-11-06,14.390909090909092,12.409090909090908,63.45454545454545,1004.8545454545455,284.27272727272725,6.1909090909090905,523.5454545454545,86.9090909090909,319.90909090909093
2020-11-07,11,2020-11-07,11.736363636363636,12.390909090909092,62.72727272727273,1001.2909090909092,237.36363636363637,3.036363636363637,608.7272727272727,64.36363636363636,336.45454545454544
2020-11-08,11,2020-11-08,12.081818181818182,9.363636363636365,52.0,1002.5636363636364,301.72727272727275,9.136363636363635,508.6363636363636,100.0909090909091,311.09090909090907
2020-11-09,11,2020-11-09,10.89090909090909,7.563636363636363,34.45454545454545,1013.8,115.81818181818181,1.9909090909090907,575.6363636363636,66.81818181818181,318.27272727272725
2020-11-10,11,2020-11-10,11.363636363636365,10.745454545454548,50.09090909090909,1017.6727272727272,179.1818181818182,1.7272727272727268,604.4545454545455,69.81818181818181,325.27272727272725
2020-11-11,11,2020-11-11,12.418181818181818,11.881818181818181,69.9090909090909,1013.5636363636364,155.54545454545453,2.1636363636363636,122.9090909090909,172.1818181818182,216.72727272727272
2020-11-12,11,2020-11-12,11.872727272727273,8.545454545454547,65.45454545454545,1012.6454545454545,168.0,2.3000000000000003,535.9090909090909,79.81818181818181,314.72727272727275
2020-11-13,11,2020-11-13,12.045454545454545,23.2,74.63636363636364,1013.5090909090909,200.72727272727272,4.309090909090909,126.81818181818181,123.18181818181819,168.45454545454547
2020-11-14,11,2020-11-14,12.250000000000002,18.939999999999998,78.6,1017.7999999999998,147.2,3.3099999999999996,439.7,103.5,305.3
2020-11-15,11,2020-11-15,13.236363636363636,17.82727272727273,62.0,1019.2272727272725,168.36363636363637,1.4181818181818182,562.6363636363636,73.0909090909091,296.90909090909093
2020-11-16,11,2020-11-16,14.736363636363636,12.318181818181818,62.81818181818182,1012.5636363636363,85.9090909090909,3.354545454545455,570.0,72.81818181818181,301.45454545454544
2020-11-17,11,2020-11-17,14.959999999999999,24.04,76.0,1006.9800000000001,158.7,7.06,232.8,98.2,161.8
2020-11-18,11,2020-11-18,14.489999999999998,20.139999999999997,81.5,1010.6700000000001,205.1,5.619999999999999,264.2,144.1,254.9
2020-11-19,11,2020-11-19,12.929999999999998,14.34,75.5,1018.7,251.8,2.22,259.6,137.5,260.0
2020-11-20,11,2020-11-20,13.12,10.39,54.0,1018.3699999999999,80.9,3.0799999999999996,569.7,86.2,316.3
2020-11-21,11,2020-11-21,12.999999999999996,5.51,47.1,1016.7199999999999,88.8,3.1,517.4,112.8,301.8
2020-11-22,11,2020-11-22,12.5,7.38,56.7,1012.6200000000001,277.2,1.75,481.2,101.0,292.9
2020-11-23,11,2020-11-23,12.1,16.5,77.6,1011.3,270.1,2.45,432.7,103.2,282.2
2020-11-24,11,2020-11-24,13.09,12.99,69.4,1013.15,194.4,1.5899999999999999,541.9,94.2,299.7
2020-11-25,11,2020-11-25,12.830000000000002,9.23,65.0,1016.4099999999999,302.7,4.510000000000001,572.7,83.2,303.3
2020-11-26,11,2020-11-26,13.290000000000001,5.7299999999999995,44.2,1017.2299999999999,71.5,5.839999999999999,625.5,78.2,311.3
2020-11-27,11,2020-11-27,12.809999999999999,7.220000000000001,41.4,1017.4100000000001,40.7,2.8600000000000003,605.6,80.9,303.7
2020-11-28,11,2020-11-28,12.27,7.289999999999999,49.4,1018.14,127.1,2.7399999999999998,603.1,78.8,301.9
2020-11-29,11,2020-11-29,12.610000000000003,6.760000000000001,49.3,1016.4100000000001,159.1,2.29,610.3,77.2,301.8
2020-11-30,11,2020-11-30,12.33,7.289999999999999,56.7,1018.5899999999999,225.0,1.73,569.1,82.5,295.0
2020-12-01,12,2020-12-01,12.749999999999998,9.39,56.1,1016.99,75.3,1.9900000000000002,514.8,86.9,284.0
2020-12-02,12,2020-12-02,13.030000000000001,9.91,51.3,1014.2700000000001,116.7,2.8000000000000003,551.7,85.3,283.1
2020-12-03,12,2020-12-03,13.170000000000002,12.389999999999999,54.5,1017.6600000000001,92.0,2.2199999999999998,478.5,86.8,268.9
2020-12-04,12,2020-12-04,13.620000000000001,11.710000000000003,53.3,1018.46,100.6,2.2600000000000002,497.5,83.5,274.9
